category,title,description
Healthcare,,"'- الامتثال للتشريعات الصحية والسلامة والصحة الصناعية
- تقديم المشورة والاستشارة في مسايل السلامة والصحة
- توفير الدعم الاحتياطي والمساعدة لاعضاء اخرين في قسم السلامة في تلبية الاحتياجات الصحية والسلامة للمصنع
- الالتزام بقوانين البيية في الاعدادات الصناعية او التصنيعية
- وضع خطط السلامة ومراقبة الممارسات لضمان الامتثال، وكتابة سياسات واجراءات السلامة، والاستجابة للحوادث حسب الحاجة
- مراجعة تاثير الصناعة علي البيية وانشاء خطط لتقليل او القضاء علي اي تاثير علي محيط الشركة
- تطوير اجراءات وتصميمات نظامية تحمي الاشخاص من الامراض والاصابات والممتلكات من الضرر
- تحديد المخاطر المحتملة عن طريق تفتيش المرافق والالات ومعدات السلامة وتقييم فعالية اليات التحكم الصناعية المختلفة
- التوجيه والاشراف علي تثبيت اجهزة السلامة علي الالات ويستعرضون برامج سلامة الموظفين، والتوصية بالتحسينات اللازمة عند الحاجة
- العمل مع اجراءات التشغيل والصيانة التكتيكية والاختبارية لضمان وجود الضوابط الادارية المناسبة
- العمل عبر جميع فرق المنتجات المتكاملة والخطوط للقضاء علي المخاطر او توفير ضوابط فعالة، وتنفيذ برامج السلامة المهنية والخدمات البييية وخدمة واجهة EHS مع وحدات الاعمال
- اعداد خطط سلامة مستقبلية بناء علي الخبرات والحقايق السابقة
- العمل وفقا لمعايير وممارسات ISO 14000/14001
- تفسير اللوايح البييية مع وضع خطط لاجراءات التحسين
- تطوير وتنفيذ المشاريع البييية التي تركز علي ادارة النفايات وتقليل الاضرار
- تسهيل تحليل السبب الجذري في حالة الطواري وانشاء تقارير مناسبة لتوثيق الاجراءات
- دمج عمليات وممارسات الصحة والسلامة والبيية في العمليات اليومية
- المشاركة في انشطة الصحة والسلامة الروتينية بما في ذلك الاجراءات التصحيحية والتحقيقات ومراجعات الموقع
- التخطيط ووضع تصاريح للعمل الامن
- التاكد من وضع وتعيين الموظف الموهل لمزاولة العمل
- استخدام الجودة المعتمدة دايما من الادوات والمعدات
- تكامل المعدات قبل بدء العمل واهمها ادوات السلامة الواجب توفرها
- الحرص علي تكامل معدات الوقاية والحماية من الحرايق"
Healthcare,,"'- Laboratory Technician with 3 years experience in food sector required
- Workplace: Marat Governorate - Ushaiger Governorate"
Healthcare,,'- مطلوب فني صيدلة للعمل في مستودع الشركة بادخال البيانات ومتابعة المخزون ومتابعة تحضير الطلبات
Healthcare,,'- مطلوب مدير لمشروع الوقاية الصحية للعمل بمدينة الرياض
Healthcare,,"'- تسليم واستلام المنتجات من الموردين
- متابعة حركة الصادر والوارد للمستودع"
Healthcare,,'- متابعة الحالة الصحية للطلاب والطالبات
Healthcare,,'- مطلوب مدير مستودع بيطري للعمل بمدينة الرياض - حي العزيزية - الدار البيضاء
Healthcare,,'- مطلوب مساعدة طبيب اسنان لتوفير المتطلبات اللازمة للمريض
Healthcare,,"'- اعداد وتنظيم مستندات الصرف ومتابعة تحصيل الايرادات وتوثيقها وتحليلها
- اعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات
- تدقيق حسابات البنوك واعداد التسويات اللازمة
- اعداد التقارير والوثايق المتعلقة بالنفقات والايرادات وحفظها
- ادارة جميع العمليات المحاسبية العامة"
Healthcare,,"'- الاشراف علي العمليات الادارية اليومية
- المشاركة في وضع الاهداف الرييسية للفرع والمشاركة في صياغتها
- حضور اجتماعات مجلس الادارة والمساعدة في صياغة وتقنين التوصيات والقرارات الصادرة
- متابعة الشكاوي والملاحظات والاقتراحات من الجميع والتنسيق مع باقي الادارات
- الاجابة علي استفسارات الاطباء والممرضين وموظفي الرعاية الصحية
- متابعة صلاحية وسريان عقود التشغيل والسجلات والتراخيص الحكومية والاحتفاظ بها
- ابلاغ جميع الكوادر بالقرارات الادارية عقب اعتمادها
- مراقبة اداء الموظفين الاداريين
- البقاء علي اطلاع علي احدث انظمة الرعاية الصحية
- الالتزام بالحضور والانصراف في المواعيد المحددة"
